AÑO,MES,NOMBRE_MES_CORTO,DES_PRODUCTO,Cantidad Importación,Cantidad Cotización,Cantidad Ventas
2019,10,OCT,MANUAL DE PIEZAS Y PARTES 65,0,1,0
2019,10,OCT,MANUAL DE PROCEDIMIENTO SOLDADURA,0,3,0
2019,10,OCT,MODULE ELECTRICO DISTRIBUIDOR,0,4,0
2019,10,OCT,MOULO ELLETT.PVEH 157B403700 X,0,4,0
2019,10,OCT,NIVEL DE BURBUJA CODIGO ANTIGUO(8625542),0,4,0
2019,10,OCT,PERNO,1,0,0
2019,10,OCT,PIN,0,0,1
2019,10,OCT,PISTA DESLIZAMIENTO,1,0,0
2019,10,OCT,PLATO DE SOPORTE,0,6,0
2019,10,OCT,REMACHE PLASTICO,0,10,0
2019,10,OCT,RETENES 1ER PISTON DE PROLONGAS,0,1,1
2019,10,OCT,RETENES 2DO PISTON DE PROLONGAS,0,1,1
2019,10,OCT,RETENES 3ERO PISTON DE PROLONGAS,0,1,1
2019,10,OCT,RETENES DE ESTABILIZADORES,0,2,0
2019,10,OCT,RETENES DE GIRO,0,12,0
2019,10,OCT,RONDELLA DI FINITURA D.8*MP07-,0,4,0
2019,10,OCT,RUEDECILLA,0,4,0
2019,10,OCT,SCATOLA INTERFACCIA COL.LUMINO,0,2,0
2019,10,OCT,SEGURO DE EXTENSION,0,4,0
2019,10,OCT,SEGURO DE PIN - MEDIANO,0,1,0
2019,10,OCT,SEGURO GANCHO,0,1,1
2019,10,OCT,SEGUROS,0,8,0
2019,10,OCT,SEMAFORO INDICADOR DE CARGA,0,2,0
2019,10,OCT,SOPORTE M24 X 2,0,12,0
2019,10,OCT,STICKER,0,5,0
2019,10,OCT,TANQUE HIDRAULICO,0,1,0
2019,10,OCT,TAPON,0,2,0
2019,10,OCT,TAPON DE GUIA ,0,2,0
2019,10,OCT,TAPON SOPORTE,0,1,0
2019,10,OCT,TAPPO DI RIEMPIM.TCO 501 FILTR,0,2,0
2019,10,OCT,TERMOMETRO DE TANQUE,0,2,0
2019,10,OCT,TIRANTE,0,12,0
2019,10,OCT,TORNILLO,0,12,0
2019,10,OCT,TUBO RIGIDO,4,21,0
2019,10,OCT,TUBO RIGIDO CORTO,0,1,1
2019,10,OCT,TUBO RIGIDO LARGO,0,0,1
2019,10,OCT,TUERCA,0,16,0
2019,10,OCT,TUERCA DE ANCLAJE M24 X 2,0,24,0
2019,10,OCT,TUERCA SEGURO DE NYLON,0,4,0
2019,10,OCT,VOLANDA,0,16,0
2019,11,NOV,ADAPTADOR DOBLEMANDO,2,0,0
2019,11,NOV,ARANDELA,0,10,0
2019,11,NOV,ASA,0,1,0
2019,11,NOV,AUTOADHESIVO,30,0,0
2019,11,NOV,BATERIA HETRONIC,0,8,4
2019,11,NOV,BATERIA RECARGABLE TIPO ,0,2,0
2019,11,NOV,BATTERIA X RADIO SCANRECO RC400,0,3,0
2019,11,NOV,BOLA,0,1,0
2019,11,NOV,CADENA,1,0,0
2019,11,NOV,CARTER LATO DISTRIBUIDORE A DIS,0,2,0
2019,11,NOV,CILINDRO DE CREMALLERA,0,1,0
2019,11,NOV,DISPOSITIVO DE BLOQUEO,0,2,0
2019,11,NOV,ENGRASADOR,0,2,0
2019,11,NOV,ESTABILIZADOR,3,0,0
2019,11,NOV,FILTRO DE RETORNO,0,1,0
2019,11,NOV,FILTRO DE RETORNO ,0,1,0
2019,11,NOV,FILTRO DE RETORNO  (CRA230CV1SOL01),0,1,0
2019,11,NOV,FILTRO RETORNO,0,1,0
2019,11,NOV,"GANCHO DE CARGA DE 3,2 TN",0,1,0
2019,11,NOV,JUEGO DE FIJACION,1,0,0
2019,11,NOV,KIT DE RETENES,0,2,0
2019,11,NOV,KIT DE RETENES 1ER PISTON DE PROLONGAS,0,1,0
2019,11,NOV,KIT PMP. BENT AXIS HDT108S+GOLD 45°,0,1,0
2019,11,NOV,MANGUITO,0,2,0
2019,11,NOV,MANUAL VIRTUAL DE PIEZAS,0,1,0
2019,11,NOV,MODULOI ELLET.PVEO 157B4902 X P ,0,1,0
2019,11,NOV,MOULO ELLETT.PVEH 157B403700 X,0,2,0
2019,11,NOV,NIVEL DE BURBUJA CODIGO ANTIGUO(8625542),0,2,0
2019,11,NOV,PERNO,1,2,0
2019,11,NOV,PIN DE GANCHO DE CARGA,0,1,0
2019,11,NOV,PISTON,0,1,0
2019,11,NOV,PLACA,0,3,0
2019,11,NOV,PLATO CUADRADO 500X500X60,0,8,0
2019,11,NOV,PLATO DE APOYO 300X300X30 - E65 A 100,0,4,0
2019,11,NOV,PLATO DE APOYO 400X400X50 - E350,0,4,0
2019,11,NOV,POSADOR,0,1,0
2019,11,NOV,RETENES 1ER PISTON DE PROLONGAS,0,1,0
2019,11,NOV,RETENES 2DO PISTON DE PROLONGAS,0,1,0
2019,11,NOV,RETENES 3ERO PISTON DE PROLONGAS,0,1,0
2019,11,NOV,RETENES 4TO PISTON DE PROLONGAS,0,1,0
2019,11,NOV,RETENES DE GIRO,0,3,0
2019,11,NOV,RETENES PISTON EXTENSION ESTABILIZADOR,0,2,0
2019,11,NOV,RONDELLA DI FINITURA D.8*MP07-,0,8,0
2019,11,NOV,RUEDECILLA,0,2,0
2019,11,NOV,SEGURO DE EXTENSION,0,4,0
2019,11,NOV,SEGURO DE PIN - MEDIANO,0,2,0
2019,11,NOV,SEMAFORO,1,0,0
2019,11,NOV,SEPARADOR,0,1,0
2019,11,NOV,SOPORTE DE NIVEL,0,1,0
2019,11,NOV,SRICKER,0,2,0
2019,11,NOV,STICKER,0,20,0
2019,11,NOV,TAPON,0,20,0
2019,11,NOV,TAPON SOPORTE,0,8,0
2019,11,NOV,TERMOMETRO DE TANQUE,0,1,0
2019,11,NOV,TORNILLO,0,4,0
2019,11,NOV,TORNILLO - VTSPEI M 8X25 -5933-10.9 ZINCA,0,2,0
2019,11,NOV,TUBO RIGIDO,5,2,0
2019,11,NOV,TUBO RIGIDO CORTO,0,2,0
2019,11,NOV,TUERCA,0,23,0
2019,11,NOV,VALV. FX57208L03 BLOCCO SFILI,2,0,0
2019,11,NOV,VALVULA,0,3,0
2019,11,NOV,VALVULA (CON TARAJE),0,2,0
2019,11,NOV,VALVULA ELEVACION,0,1,0
2019,11,NOV,VIGUETA,0,1,0
2019,12,DIC,AUTOADHESIVO,2,0,0
2019,12,DIC,BATERIA HETRONIC,0,1,0
2019,12,DIC,BATERIA RECARGABLE TIPO HETRONIC - RACA,0,1,0
2019,12,DIC,BLOQUE DE TUBO,1,0,0
2019,12,DIC,CILINDRO,0,3,0
2019,12,DIC,COLECTOR ELECTRICO,0,1,0
2019,12,DIC,CONTRASTO MICRO ZINC. A DIS.,3,0,0
2019,12,DIC,DISTRIBUIDOR,0,1,0
2019,12,DIC,DISTRIBUIDOR 855,0,1,0
2019,12,DIC,FILTRO DE PRESION,0,1,0
2019,12,DIC,FILTRO DE RETORNO,0,3,0
2019,12,DIC,FILTRO DE RETORNO CRE150CD1,0,1,0
2019,12,DIC,FILTRO DEL ALTA PRESION,0,2,0
2019,12,DIC,FILTRO PRESION,0,1,0
2019,12,DIC,FILTRO RETORNO,0,7,0
2019,12,DIC,INTERCAMBIADOR,0,2,0
2019,12,DIC,MOTORIDUCTOR,0,1,0
2019,12,DIC,MOULO ELLETT.PVEH 157B403700 X,0,2,0
2019,12,DIC,PALANCA MANDO,0,4,0
2019,12,DIC,PALANCAS DE DISTRIBUIDOR,0,16,0
2019,12,DIC,PERNO,0,2,0
2019,12,DIC,PISTA DESLIZAMIENTO,0,4,0
2019,12,DIC,POMO,0,8,0
2019,12,DIC,POMO ERGONOMICO NEGRO ,0,7,0
2019,12,DIC,RACORE,0,14,0
2019,12,DIC,SEAL KIT DE ESTABILIZADOR POSTERIOR,0,2,0
2019,12,DIC,SEGUROS,0,40,0
2019,12,DIC,STICKER,0,1,0
2019,12,DIC,TAPPO DI RIEMPIM.TCO 501 FILTR,0,2,0
2019,12,DIC,TERMOMETRO DE TANQUE,0,2,0
2019,12,DIC,TORNILLO,4,0,0
2019,12,DIC,TUBO RIGIDO,1,25,0
2019,12,DIC,TUERCA,0,20,0
2019,12,DIC,VALVULA,0,12,0
2020,1,ENE,ADAPTADOR,,,2
2020,1,ENE,ALARMA DE GIRO 97 DB,,,1
2020,1,ENE,ANTENA RADIO,0,1,0
2020,1,ENE,BATERIA HETRONIC,0,2,0
2020,1,ENE,BATERIA HETRONIC ALTERNATIVO,,,1
2020,1,ENE,BATTERIA X RADIO SCANRECO RC400,0,1,0
2020,1,ENE,BOBINA ELECTROMAGNETICA CON DMU,,,2
2020,1,ENE,BOBINA PRINCIPAL,,,1
2020,1,ENE,CADENA DE ESTABILIZADOR POSTERIOR ,0,1,0
2020,1,ENE,CAÑERIA,,,2
2020,1,ENE,CARGADOR PARA BATERIA,0,1,0
2020,1,ENE,CILINDRO T52E63122EFFER,0,1,0
2020,1,ENE,CONTROL REMOTO SCANREC RC400 - TNF BRO KT442 - SERIE 941497,,,1
2020,1,ENE,ESPESOR ,,,2
2020,1,ENE,ESTABILIZADOR IZQ. STICKER,,,2
2020,1,ENE,FILTRO DE AIRE,,,2
2020,1,ENE,FILTRO DE PRESION,0,2,0
2020,1,ENE,FILTRO DE PRESION ,,,6
2020,1,ENE,FILTRO DE RETORNO,0,2,4
2020,1,ENE,FILTRO DE RETORNO ,,,1
2020,1,ENE,FILTRO DE RETORNO CRE150CD1,0,2,0
2020,1,ENE,FILTRO DEL ALTA PRESION,0,1,0
2020,1,ENE,FILTRO PRESION,0,1,0
2020,1,ENE,FILTRO RETORNO,0,5,1
2020,1,ENE,GRUPO DE STICKERS ,,,1
2020,1,ENE,GUIADORES  1ERA EXTENSION 2N59230,0,1,0
2020,1,ENE,KIT PMP. BENT AXIS HDT108S+GOLD 45°,0,1,0
2020,1,ENE,MODULOI ELLET.PVEO 157B4902 X P ,0,1,0
2020,1,ENE,ORING,,,3
2020,1,ENE,PERNO EXTERIOR DE COLUMNA DE TORNAMESA,,,1
2020,1,ENE,PIN,,,1
2020,1,ENE,PRESOSTATO,,,1
2020,1,ENE,RADIOMANDO NOVA XL RC 2744 ,0,2,0
2020,1,ENE,RADIOMANDO SCANRECO,0,4,0
2020,1,ENE,RETEN DE ESTABILIZADORES,,,1
2020,1,ENE,RETENES DE ESTABILIZADORES,0,1,0
2020,1,ENE,SCAMBIATOR.CALORE ASA-OKO40-5,0,1,0
2020,1,ENE,SCATOLA INTERFACCIA COL.LUMINO,0,2,0
2020,1,ENE,SENSOR DE ANGULO,,,1
2020,1,ENE,SENSORE ANGOLARE ART:DPS-A-V-2,0,1,0
2020,1,ENE,SIRENA-BUZZER DMU,0,1,0
2020,1,ENE,SOPORTE,,,4
2020,1,ENE,TABLA DE CARGA STICKER,,,2
2020,1,ENE,TAPPO DI RIEMPIM.TCO 501 FILTR,0,3,0
2020,1,ENE,TORNILLO,0,1,0
2020,1,ENE,TORNILLO ,,,4
2020,1,ENE,TRASDUCTOR DE PRESION,0,1,0
2020,1,ENE,TUBO RIGIDO,0,6,0
2020,1,ENE,TUERCA DE PERNO DE TORNAMESA,,,1
2020,1,ENE,VALVULA,,,1
2020,1,ENE,VISOR INDICADOR DE NIVEL DE ACEITE Y TEMPERATURA,0,1,0
2020,2,FEB,BOBINA CON DMU,,,1
2020,2,FEB,CAJA DE INTERFAZ DE COLUMNA,,,1
2020,2,FEB,ELECTROVALVULA DE 24V,,,1
2020,2,FEB,FILTRO DE AIRE,,,2
2020,2,FEB,FILTRO DE PRESION ,,,7
2020,2,FEB,FILTRO DE RETORNO,,,4
2020,2,FEB,JUEGO DE JUNTAS,,,1
2020,2,FEB,LENGÜETA DE GANCHO DE CARGA (D8),,,1
2020,2,FEB,NIPLE CONECTOR,,,3
2020,2,FEB,PERNO DE DESCANSO DE COLUMNA,,,1
2020,2,FEB,PERNO EXTERIOR DE COLUMNA DE TORNAMESA,,,15
2020,2,FEB,PRESOSTATO,,,8
2020,2,FEB,SENSOR DE ANGULO,,,2
2020,2,FEB,SENSOR ON/OFF,,,1
2020,2,FEB,TUERCA DE PERNO DE TORNAMESA,,,15
2020,2,FEB,VALVULA DE GATO DELANTERO,,,1
2020,2,FEB,VISOR DE ACEITE ,,,2
2020,3,MAR,ARANDELA,,,24
2020,3,MAR,CAÑERIA DE LADO PISTON T3,,,1
2020,3,MAR,CAÑERIA DE LADO PISTON T5,,,1
2020,3,MAR,CONTROL REMOTO SCANRECO RC400 12V,,,1
2020,3,MAR,FILTRO DE AIRE,,,2
2020,3,MAR,FILTRO DE PRESION ,,,1
2020,3,MAR,FILTRO DE RETORNO,,,3
2020,3,MAR,KIT DE RETENES 1RO PISTON DE PROLONGAS,,,1
2020,3,MAR,KIT DE RETENES 2DO PISTON DE PROLONGAS,,,1
2020,3,MAR,KIT DE RETENES 3TO PISTON DE PROLONGAS,,,1
2020,3,MAR,KIT DE RETENES 4TO PISTON DE PROLONGAS,,,1
2020,3,MAR,KIT DE RETENES 5TO PISTON DE PROLONGAS,,,1
2020,3,MAR,KIT DE RETENES 6TO PISTON DE PROLONGAS,,,1
2020,3,MAR,PERNO,,,12
2020,3,MAR,RETEN GATO DELANTERO,,,1
2020,3,MAR,TUBO RIGIDO,,,3
2020,3,MAR,TUERCA   ,,,12
2020,6,JUN,ADAPTADOR,,,2
2020,6,JUN,ARANDELA,,,4
2020,6,JUN,BATERIA HETRONIC ALTERNATIVO,,,4
2020,6,JUN,CARTRIDGE HYDRAULIC,,,1
2020,6,JUN,CILINDRO,,,1
2020,6,JUN,FILTRO DE PRESION ,,,2
2020,6,JUN,FILTRO DE RETORNO,,,2
2020,6,JUN,LENGÜETA DE GANCHO DE CARGA,,,1
2020,6,JUN,"LLAVE DE PASO 2""",,,1
2020,6,JUN,SEMAFORO,,,1
2020,6,JUN,SENSOR DE ANGULO,,,1
2020,6,JUN,SOPORTE,,,1
2020,6,JUN,TANQUE HIDRAULICO,,,1
2020,6,JUN,TERMOSTATO,,,1
2020,6,JUN,TORNILLO,,,4
2020,6,JUN,TUERCA,,,4
2020,6,JUN,VARILLAS GUIADORAS DE MANGUERA,,,2
2020,6,JUN,VENTILADOR ELECTRICO,,,2
2020,7,JUL,ANTENA HETRONIC,,,1
2020,7,JUL,CADENA DE ESTABILIZADOR POSTERIOR,,,2
2020,7,JUL,CARTRIDGE HYDRAULIC,,,2
2020,7,JUL,ELECTROVALVULA,,,1
2020,7,JUL,FILTER RETURN,,,6
2020,7,JUL,FILTRO DE AIRE,,,3
2020,7,JUL,FILTRO DE PRESION ,,,3
2020,7,JUL,FILTRO DE RETORNO,,,3
2020,7,JUL,PERNOS DE SUJECCION DE PLATAFORMAS,,,6
2020,7,JUL,PLATO DE POLIETILENO CON ROTULA,,,2
2020,7,JUL,RETEN GATO DELANTERO 855,,,1
2020,7,JUL,VALVULA 100 BAR,,,1
2020,7,JUL,VALVULA BASCULANTE 350 BAR,,,1
2020,8,AGO,DISPOSITIVO REGRESO VASTO,,,1
2020,8,AGO,ELECTROVALVULA,,,1
2020,8,AGO,FILTRO DE AIRE,,,1
2020,8,AGO,FILTRO DE PRESION,,,4
2020,8,AGO,FILTRO DE PRESION ,,,1
2020,8,AGO,FILTRO DE RETORNO,,,1
2020,8,AGO,LENGÜETA DE GANCHO DE CARGA (D8),,,1
2020,8,AGO,NIVEL DE BURBUJA,,,1
2020,8,AGO,PERNO SOPORTE BRAZO,,,3
2020,8,AGO,VENTILADOR ELECTRICO,,,1
2020,9,SET,CONTROL REMOTO SCANRECO RC400  - 12V - KT444 - 894475,,,1
2020,9,SET,CONTROL REMOTO SCANRECO RC400 - SERIE UU027,,,1
2020,9,SET,CONTROL REMOTO SCANRECO RC400 UU025 - 1009729,,,1
2020,9,SET,FILTRO DE PRESION,,,7
2020,9,SET,FILTRO DE RETORNO,,,10
2020,9,SET,FILTRO HIDRAULICO,,,1
2020,9,SET,GUIA O ARTICULACION,,,1
2020,9,SET,KIT DE SELLOS DE CAJA DE VALVULA,,,2
2020,9,SET,LENGÜETA DE GANCHO (D6),,,1
2020,9,SET,LENGÜETA DE GANCHO DE CARGA,,,1
2020,9,SET,MANDO NEUMATICO DE ENCROCHE,,,1
2020,9,SET,MANOMETRO,,,1
2020,9,SET,PALANCA DE CONTROL O VALVULA SELECTORA,,,1
2020,9,SET,PERNO,,,11
2020,9,SET,PRESSURE TRANSDUCER,,,2
2020,9,SET,SEAL KIT DE ESTABILIZADORES DELANTEROS,,,2
2020,9,SET,SEAL KIT DE ESTABILIZADORES POSTERIORES,,,2
2020,9,SET,SEGUROS O SPINA ELAST,,,2
2020,9,SET,TAPON DE TANQUE,,,1
2020,9,SET,TRANSDUCTOR DE PRESION,,,1
2020,9,SET,TUERCA,,,11
2020,10,OCT,ANTENA HETRONIC,,,1
2020,10,OCT,BATERIA HETRONIC ALTERNATIVO,,,3
2020,10,OCT,BATERIA RECARGABLE TIPO SCANRECO,,,1
2020,10,OCT,BOMBA HIDRAULICA DE  108 LTS ACODADA - 10891041083,,,1
2020,10,OCT,"CARROCERIA.- LA: 6.30M, AN: 2.60M, AL: 0.80M, SERIE: SI-2008174",,,1
2020,10,OCT,CONTROL REMOTO SCANRECO RC400 - TMF CRH - DU023 - SERIE 956600,,,1
2020,10,OCT,CONTROL REMOTO SCANRECO RC400 TMF CRH - DU020 - SERIE 990060,,,1
2020,10,OCT,ENFRIADOR DE ACEITE 8919916 SERIE 17958082/ 8,,,1
2020,10,OCT,ESTABILIZADOR POSTERIOR MAXISTAB 5 EXHA/S-P SERIE 58229 / 202,,,1
2020,10,OCT,FILTRO DE AIRE,,,3
2020,10,OCT,FILTRO DE AIRE - TAPON DE TANQUE,,,2
2020,10,OCT,FILTRO DE PRESION,,,4
2020,10,OCT,FILTRO DE RETORNO,,,4
2020,10,OCT,GANCHO DE CARGA DE 22 TN,,,1
2020,10,OCT,HOROMETRO,,,2
2020,10,OCT,JUEGO DE RETENES,,,2
2020,10,OCT,MANGUERA HIDRAULICA,,,2
2020,10,OCT,MANOMETRO,,,2
2020,10,OCT,NIPLE HIDRAULICO,,,4
2020,10,OCT,VALVULA 100 BARES,,,1
2020,10,OCT,VISOR DE ACEITE ,,,2
2020,11,ENEENE,ARANDELA,,,2
2020,11,ENEENE,BLOQUEO DE EXTENSION,,,1
2020,11,ENEENE,COMPONENTE DE MOTOR DE GIRO,,,1
2020,11,ENEENE,CONTROL REMOTO SCANREC RC400 - TNF BRO UU033 - SERIE 996189,,,1
2020,11,ENEENE,CONTROL REMOTO SCANRECO RC400 - ET504 - 956596,,,1
2020,11,ENEENE,DISPOSITIVO DE RETORNO DEL VASTAGO,,,1
2020,11,ENEENE,DISTRIBUIDOR HAWE ,,,1
2020,11,ENEENE,ENFRIADOR DE ACEITE 4400303 SERIE 1794743/ 5,,,1
2020,11,ENEENE,ESTABILIZADOR POSTERIOR MAXISTAB 2 EHA K SP SERIE 58213 / 2020,,,1
2020,11,ENEENE,FILTRO DE AIRE,,,1
2020,11,ENEENE,FILTRO DE AIRE - TAPON DE TANQUE,,,1
2020,11,ENEENE,FILTRO DE PRESION,,,5
2020,11,ENEENE,FILTRO DE RETONO,,,1
2020,11,ENEENE,FILTRO DE RETORNO,,,3
2020,11,ENEENE,FILTRO DE RETORNO ,,,1
2020,11,ENEENE,FILTRO DE RETORNO (CRE015MN1),,,1
2020,11,ENEENE,GRAPAS FLEX,,,4
2020,11,ENEENE,HOROMETRO,,,1
2020,11,ENEENE,MANOMETRO,,,1
2020,11,ENEENE,PERNO,,,1
2020,11,ENEENE,SEMAFORO - FARO DE ADVERTENCIA ,,,1
2020,11,ENEENE,SENSOR DE ANGULO,,,1
2020,11,ENEENE,TUERCA,,,1
2020,11,ENEENE,VISOR DE ACEITE ,,,1
2020,12,ENE/02/202ENE,ABRAZADERA,,,3
2020,12,ENE/02/202ENE,ADHESIVO DE POMELLOS,,,8
2020,12,ENE/02/202ENE,ARANDELA,,,5
2020,12,ENE/02/202ENE,BATERIA HETONIC - ALTERNATIVO,,,1
2020,12,ENE/02/202ENE,CONTROL REMOTO HETRONIC,,,1
2020,12,ENE/02/202ENE,CONTROL REMOTO SCANRECO UU026 - 1009758,,,1
2020,12,ENE/02/202ENE,CUBIERTA,,,2
2020,12,ENE/02/202ENE,FILTRO DE AIRE,,,3
2020,12,ENE/02/202ENE,FILTRO DE PRESION,,,3
2020,12,ENE/02/202ENE,FILTRO DE RETORNO,,,3
2020,12,ENE/02/202ENE,FOCO DE SEMAFORO 9395297,,,2
2020,12,ENE/02/202ENE,GUARDA L.700,,,1
2020,12,ENE/02/202ENE,GUIADOR DE MANGUERA,,,1
2020,12,ENE/02/202ENE,MANGO REGONOMICO ROJO,,,2
2020,12,ENE/02/202ENE,MANGUERA DE 5/16,,,2
2020,12,ENE/02/202ENE,MANOMETRO DE TANQUE,,,1
2020,12,ENE/02/202ENE,NIVEL DE BURBUJA,,,1
2020,12,ENE/02/202ENE,PERNO,,,2
2020,12,ENE/02/202ENE,PERNO DE SOPORTE DE BRAZO,,,1
2020,12,ENE/02/202ENE,PERNO EXTERIOR DE COLUMNA DE TORNAMESA,,,2
2020,12,ENE/02/202ENE,PERNO M10X120,,,1
2020,12,ENE/02/202ENE,PERNO M6X16,,,6
2020,12,ENE/02/202ENE,PERNO M6X18,,,2
2020,12,ENE/02/202ENE,PERNO M6X20,,,4
2020,12,ENE/02/202ENE,PERNO M8X20,,,2
2020,12,ENE/02/202ENE,PERNO M8X25,,,3
2020,12,ENE/02/202ENE,PIN CILINDRO,,,1
2020,12,ENE/02/202ENE,PLATINA,,,4
2020,12,ENE/02/202ENE,PRISIONERO DE PIN,,,2
2020,12,ENE/02/202ENE,SEGURO,,,3
2020,12,ENE/02/202ENE,SEMAFORO / SEMAFORO  DE ADVERTENCIA,,,1
2020,12,ENE/02/202ENE,SWITCH FINAL DE CARRERA,,,4
2020,12,ENE/02/202ENE,TABLA CARGA HORIZONTAL 35/3S,,,1
2020,12,ENE/02/202ENE,TUERCA,,,5
2020,12,ENE/02/202ENE,TUERCA DE PERNO DE TORNAMESA,,,2
2020,12,ENE/02/202ENE,VALVULA CHECK CROSSOVER,,,1
2020,12,ENE/02/202ENE,VISOR DE ACEITE ,,,2
2020,12,ENE/02/202ENE,VOLANDA,,,1
2021,1,ENE,ABRAZADERA 7/16 PULG,,,1
2021,1,ENE,BATERIA RECARGABLE TIPO HETRONIC ALTERNATIVA,,,1
2021,1,ENE,BOMBA HIDRAULICA ACODADA 64 LTS,,,1
2021,1,ENE,CARGADOR DE BATERIA RECARGABLE HETRONIC,,,1
2021,1,ENE,ELECTROVALVULA,,,3
2021,1,ENE,FILTRO DE AIRE,,,3
2021,1,ENE,FILTRO DE PRESION,,,11
2021,1,ENE,FILTRO DE RETORNO,,,5
2021,1,ENE,KIT DE RETENES DE ESTABILIZADOR DELANTERO,,,1
2021,1,ENE,LENGÜETA DE GANCHO (D6),,,2
2021,1,ENE,LIMITADOR DE CARGA CLG-SL,,,1
2021,1,ENE,MANGUERA,,,4
2021,1,ENE,MANGUERA 7/16 PULG,,,1
2021,1,ENE,MANOMETRO,,,3
2021,1,ENE,MOTOREDUCTOR COMPLETO,,,1
2021,1,ENE,PERNO DE SOPORTE DE DESCANSO DE GRUA,,,1
2021,1,ENE,PERNO SOPORTE DE BRAZO,,,3
2021,1,ENE,SEGURO DE PIN,,,2
2021,1,ENE,SOPORTE DE CAÑERIAS,,,6
2021,1,ENE,SOPORTE DE CAÑERIAS DE PROLONGAS,,,4
2021,1,ENE,STICKER,,,2
2021,1,ENE,TOMA DE FUERZA PARA CAJA HINO,,,1
2021,1,ENE,TRANSDUCTOR DE PRESION,,,1
2021,1,ENE,TRANSDUCTOR DE PRESION 0-400 bar G1 / 4 4-20 Ma,,,1
2021,1,ENE,VALVULA 100 BARES,,,1
2021,1,ENE,VALVULA DE GATO DE APOYO DELANTERO,,,2
2021,1,ENE,VISOR DE ACEITE,,,1
2021,1,ENE,VISOR NIVEL DE ACEITE,,,1
2021,2,FEB,AJUSTE DE JEBE DE CONTROL REMOTO CON PERNO,,,14
2021,2,FEB,ALMOHADILLA,,,4
2021,2,FEB,ANTENA DE RECEPTOR,,,1
2021,2,FEB,BATERIAS SCANRECO,,,2
2021,2,FEB,BLOQUE DE DISTRIBUIDOR,,,1
2021,2,FEB,CABLE SERIAL P/N 47545,,,1
2021,2,FEB,CARGADOR DE BATERIAS SCANRECO TYPE 434,,,1
2021,2,FEB,CERTIFICACION SCANRECO AB,,,1
2021,2,FEB,CONECTOR,,,3
2021,2,FEB,CONTROL REMOTO SCANRECO RC400 24V - CU548 - 1071993,,,1
2021,2,FEB,CORREA DE CONTROL REMOTO ,,,1
